,Officer Name,Rank,Command,Shield,Appointed Date,Total Arrests,Department Recognitions
1426,"ARGUINZONI, MATTHEW A",POLICE OFFICER,HOUSING PSA 3,19557,7/5/2017,4,0
1427,"ARHAKOS, NICHOLAS A",DETECTIVE 1ST GRADE,DA SQUAD SI,6237,6/30/1992,511,1
1428,"ARIAS, ALEJANDRO",POLICE OFFICER,HOUSING PSA 9,3318,7/1/2003,130,1
1429,"ARIAS, ANDRE M",DETECTIVE 3RD GRADE,MANHATTAN SPECIAL VICTIMS SQUAD,1089,7/11/2005,352,0
1430,"ARIAS, ANDREW R",DEPUTY INSPECTOR,HATE CRIME TASK FORCE,,7/1/2004,105,34
1431,"ARIAS, ANTHONY D",POLICE OFFICER,HOUSING PSA 8,7860,10/18/2017,8,1
1432,"ARIAS, ARMANDO J",POLICE OFFICER,044 PRECINCT,23815,1/3/2019,8,0
1433,"ARIAS, CARLOS M",POLICE OFFICER,HB MANHATTAN RESPONSE TEAM,12253,1/8/2014,159,7
1434,"ARIAS, CAROLINA",SERGEANT,CENTRAL PARK PRECINCT,3511,1/8/2014,76,1
1435,"ARIAS, DANNY S",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,9431,4/12/2017,70,1
1436,"ARIAS, EDWARD A",LIEUTENANT,HB MANHATTAN RESPONSE TEAM,,7/10/2006,338,3
1437,"ARIAS, ELIOT J",DETECTIVE 3RD GRADE,CID ADMINISTRATION,2079,1/10/2005,459,32
1438,"ARIAS, FANNY",SERGEANT,094 PRECINCT,1929,7/9/2013,38,0
1439,"ARIAS, FRANCES M",DETECTIVE SPECIALIST,LICENSE DIVISION,1276,7/8/2008,78,2
1440,"ARIAS, HANS A",POLICE OFFICER,052 PRECINCT,503,1/6/2016,104,8
1441,"ARIAS, HARRISON",POLICE OFFICER,TRANSIT DISTRICT 34,18044,7/1/2019,5,0
1442,"ARIAS, JOHN C",POLICE OFFICER,103 PRECINCT,19091,10/11/2016,136,5
1443,"ARIAS, JONATHAN",POLICE OFFICER,INTEL CIS FIO PROGRAM,329,7/10/2006,221,6
1444,"ARIAS, JULIO",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,2324,7/6/2011,110,7
1445,"ARIAS, KEVIN",POLICE OFFICER,112 PRECINCT,24132,7/1/2003,205,6
1446,"ARIAS, MARKOS Y",POLICE OFFICER,RTS RECRUITS,21311,12/29/2021,0,0
1447,"ARIAS, NATHALIE",POLICE OFFICER,073 PRECINCT,11031,1/6/2020,41,0
1448,"ARIAS, PAULA N",POLICE OFFICER,090 PRECINCT,26860,1/7/2008,84,1
1449,"ARIAS, ROBERT E",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,11374,7/6/2010,40,2
1450,"ARIAS, SHIRLEY J",POLICE OFFICER,052 PRECINCT,4299,1/6/2016,137,0
1451,"ARIAS, STEVEN A",POLICE OFFICER,RTS RECRUITS,31266,12/29/2021,0,0
1452,"ARIAS, SUSAN A",POLICE OFFICER,045 PRECINCT,13067,1/10/2018,52,0
1453,"ARIAS, VINCENT",POLICE OFFICER,048 PRECINCT,3898,7/6/2010,236,0
1454,"ARIAS, WALDYS",CAPTAIN,IAB GROUP 42,,7/22/2002,48,0
1455,"ARIAS, YAHNNY",POLICE OFFICER,HOUSING PSA 8,19785,7/8/2015,124,7
1456,"ARIAS, YANELA",POLICE OFFICER,TRANSIT DISTRICT 33,929,10/24/2018,8,0
1457,"ARIASGUZMAN, RODY S",POLICE OFFICER,RTS RECRUITS,21993,12/29/2021,0,0
1458,"ARICA, ERNESTO I",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,1984,1/9/2006,130,0
1459,"ARICA, HUGO G",LIEUTENANT,114 PRECINCT,,1/10/2005,162,4
1460,"ARICO, JEROME A",LT DET COMMANDER,DRUG ENFORCEMENT TASK FORCE,,10/15/1990,164,84
1461,"ARICO, PAUL M",POLICE OFFICER,033 PRECINCT,18987,8/30/1993,738,11
1462,"ARIDAS, DONALD A",POLICE OFFICER,019 PRECINCT,30787,1/9/2006,262,11
1463,"ARIF, MAJEED",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,6144,7/9/2014,118,9
1464,"ARIF, TAIMOOR",POLICE OFFICER,073 PRECINCT,16079,10/24/2018,7,0
1465,"ARIKIAN, EVAN W",POLICE OFFICER,026 PRECINCT,17819,7/9/2013,73,0
1466,"ARINI, MICHAEL J",POLICE OFFICER,NARC BORO MANHATTAN NORTH,8535,4/12/2017,91,13
1467,"ARIOLA, RAYSA A",LIEUTENANT,FIRST DEPUTY COMMISSIONER,,7/1/2003,5,1
1468,"ARISTIDE, SAMUEL",POLICE OFFICER,RTS RECRUITS,24652,12/29/2021,0,0
1469,"ARISTIZABAL, JULIAN A",POLICE OFFICER,AVIATION UNIT,15577,1/7/2015,93,3
1470,"ARIZA, CHRISTOPHER A",POLICE OFFICER,070 PRECINCT,17368,10/7/2019,12,0
1471,"ARIZMENDICARDONA, FRANK",POLICE OFFICER,060 PRECINCT,7042,10/18/2017,24,1
1472,"ARJONA, ARTURO J",POLICE OFFICER,CRITICAL RESPONSE COMMAND,11313,1/9/2012,66,0
1473,"ARJONA, DOMINGO A",SERGEANT,034 PRECINCT,702,7/9/2007,225,4
1474,"ARJONA, EDWARD",POLICE OFFICER,BX CRIME ANALYSIS UNIT,3179,1/9/2006,99,0
1475,"ARJUN, CHANDANIE",POLICE OFFICER,084 PRECINCT,14869,7/9/2013,53,2
1476,"ARLOTTA, JEFFREY M",DETECTIVE SPECIALIST,017 PRECINCT,3931,1/10/2005,26,0
1477,"ARLOTTA, VINCENT",DETECTIVE SPECIALIST,013 PRECINCT,4971,1/10/2005,74,0
1478,"ARMAND, FRANTZ",POLICE OFFICER,024 PRECINCT,19567,7/5/2017,27,0
1479,"ARMANI, HAMEED S",LIEUTENANT,CRIMINAL INTELLIGENCE SECTION,,7/10/2006,103,15
1480,"ARMATO, SERGIO O",POLICE OFFICER,TB CANINE UNIT,13936,7/9/2007,208,1
1481,"ARMENIO, DOMINIQUE E",POLICE OFFICER,HOUSING PSA 2,18629,7/13/2016,56,6
1482,"ARMENIO, JOSEPH R",SERGEANT,INTEL CIS FIO PROGRAM,3840,1/7/2008,154,17
1483,"ARMETTA, ANTHONY L",POLICE OFFICER,101 PRECINCT,15456,7/9/2007,75,2
1484,"ARMOND, ROBIN L",POLICE OFFICER,104 PRECINCT,7243,2/28/1994,458,0
1485,"ARMSTRONG, BRETT G",POLICE OFFICER,TIMES SQUARE UNIT,17127,7/9/2013,213,0
1486,"ARMSTRONG, CHERYL L",POLICE OFFICER,PSAC II SECURITY,9439,7/11/2005,55,1
1487,"ARMSTRONG, EDWARD R",INSPECTOR,DB INVESTIGATIONS UNIT,,4/28/1987,86,1
1488,"ARMSTRONG, KENNETH F",POLICE OFFICER,034 PRECINCT,9617,7/11/2012,133,2
1489,"ARMSTRONG, LEONARD E",POLICE OFFICER,047 PRECINCT,15037,1/8/2014,97,5
1490,"ARMSTRONG, MIKHAIL A",POLICE OFFICER,071 PRECINCT,24592,2/24/2021,9,0
1491,"ARMSTRONG, MYRTLE A",SGT SPECIAL ASSIGN,BROOKLYN COURT SECTION,152,1/10/2005,42,0
1492,"ARNAO, JANET",POLICE OFFICER,CCCS DISCOVERY LIAISON UNIT,1697,1/20/2004,63,0
1493,"ARNAUD, CHRISTOPHER",POLICE OFFICER,048 PRECINCT,18104,7/1/2019,44,0
1494,"ARNAUD, EMMANUEL",POLICE OFFICER,040 PRECINCT,23844,1/3/2019,48,1
1495,"ARNDT, WILLIAM G",POLICE OFFICER,019 PRECINCT,17621,1/10/2007,72,1
1496,"ARNE, GRAIG G",POLICE OFFICER,120 PRECINCT,4901,7/1/2002,105,1
1497,"ARNEDOS, FRANK A",SERGEANT,028 PRECINCT,1377,7/1/2004,84,0
1498,"ARNETH, JAMES D",LIEUTENANT,043 DET SQUAD,,1/10/2005,196,36
1499,"ARNETT, KENYA P",DETECTIVE 3RD GRADE,EXECUTIVE PROTECTION UNIT,5046,7/1/2003,79,1
1500,"ARNOLD, JOHN E",SERGEANT,115 PCT ROOSEVELT AVE TF,1730,7/9/2013,155,20
1501,"ARNOLD, ROBERT J",DETECTIVE 2ND GRADE,105TH DET SQUAD,6983,3/1/2000,"1,003",8
1502,"ARNOLD, TRENT A",POLICE OFFICER,106 PRECINCT,9657,1/6/2016,56,2
1503,"ARNOLD, YIKILIA A",POLICE OFFICER,067 PRECINCT,24417,7/13/2021,7,0
1504,"ARNONE, CHARLES",SERGEANT,INTEL CIS FIO PROGRAM,408,7/6/2011,193,57
1505,"ARNONE, JOSEPH T",DETECTIVE SPECIALIST,120 PRECINCT,6630,1/10/2007,114,2
1506,"ARNONE, VINCENT",POLICE OFFICER,TRANSIT DISTRICT 1,21204,7/1/2004,66,0
1507,"AROCHO, HARRY",DETECTIVE 3RD GRADE,GVSD Z2 VIOLENCE RED T/F,3222,7/10/2006,299,5
1508,"AROCHO, JASSMIN",POLICE OFFICER,BRONX COURT SECT,29407,1/9/2006,122,1
1509,"AROCHO, ROBERTO",POLICE OFFICER,FLEET SERVICES DIVISION,23216,7/10/2006,64,0
1510,"ARONIS, BOBBY I",POLICE OFFICER,QN AUTO LARCENY UNIT,18928,7/11/2012,165,13
1511,"ARONIS, NATALIA",DETECTIVE SPECIALIST,COMPLIANCE DIVISION,3806,7/14/2009,71,0
1512,"ARONOV, ALBERT",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,20282,1/20/2004,625,0
1513,"ARONOV, LEON",POLICE OFFICER,050 PRECINCT,18955,7/11/2012,121,0
1514,"ARONOWITZ, EVAN M",LIEUTENANT,072 PRECINCT,,7/9/2007,50,1
1515,"ARORA, ARUN",POLICE OFFICER,109 PRECINCT,22863,10/11/2016,49,1
1516,"ARORA, HITESH",POLICE OFFICER,073 PRECINCT,27522,7/9/2013,35,0
1517,"ARQUER, ALICIA S",DETECTIVE SPECIALIST,COMMUNITY OUTREACH DIVISION,3341,1/31/2006,78,0
1518,"ARRABITO, ANTONIO G",POLICE OFFICER,060 PRECINCT,16590,7/16/2021,2,0
1519,"ARRAO, DANIEL J",DETECTIVE 2ND GRADE,063 DET SQUAD,2390,7/1/1998,577,13
1520,"ARRAUTH, CAMILO A",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,691,4/15/2019,17,0
1521,"ARRECIS, CARLOS S",POLICE OFFICER,033 PRECINCT,8552,4/12/2017,51,4
1522,"ARREDONDO, ERIC",POLICE OFFICER,114 PRECINCT,13625,1/8/2014,102,0
1523,"ARREDONDO, GEORGE M",POLICE OFFICER,062 PRECINCT,22789,2/24/2021,10,0
1524,"ARRIAGA, CESAR",POLICE OFFICER,024 PRECINCT,17863,7/6/2011,89,0
1525,"ARRIAGA, JOHN",POLICE OFFICER,071 PRECINCT,31466,1/10/2018,35,0
1526,"ARRIAZA, ISMAEL",POLICE OFFICER,030 PRECINCT,22156,1/6/2020,21,0
1527,"ARRIESGADO, BENJAMIN L",POLICE OFFICER,013 PRECINCT,1823,12/29/2020,3,0
1528,"ARRIGO, KAYLIN N",POLICE OFFICER,090 PRECINCT,25264,1/6/2020,3,0
1529,"ARRINDELL, SHELDON R",LIEUTENANT,069 PRECINCT,,7/9/2007,45,4
1530,"ARRINDELL, STEVEN W",POLICE OFFICER,HOUSING PSA 3,23829,7/11/2012,36,1
1531,"ARRINGTON, JALEESA C",POLICE OFFICER,062 PRECINCT,8342,10/7/2019,27,0
1532,"ARROYAVE, JEREMY J",POLICE OFFICER,050 PRECINCT,23989,7/7/2021,1,0
1533,"ARROYO, ANGEL J",POLICE OFFICER,TRANSIT DISTRICT 20,25875,7/21/2008,343,0
1534,"ARROYO, ANTHONY",POLICE OFFICER,050 PRECINCT,25365,7/1/2002,113,0
1535,"ARROYO, ANTONIO J",DETECTIVE 3RD GRADE,INTEL CIS FIO PROGRAM,2374,7/1/2004,299,13
1536,"ARROYO, BARBARA J",SGT DET SQUAD,ASSET FORFEITURE UNIT,1612,7/1/2002,513,0
1537,"ARROYO, CHRISTOPHER N",POLICE OFFICER,HOUSING PSA 8,24119,7/6/2011,81,0
1538,"ARROYO, ERIKA",POLICE OFFICER,PATROL BORO BKLYN SOUTH,27531,7/1/2004,32,1
1539,"ARROYO, JAIME V",DETECTIVE 2ND GRADE,FORCE INVESTIGATION DIVISION,1287,2/28/1994,627,118
1540,"ARROYO, JONATHAN G",POLICE OFFICER,046 PRECINCT,8403,12/29/2020,7,0
1541,"ARROYO, JONATHAN R",POLICE OFFICER,112 PRECINCT,26666,10/7/2019,19,0
1542,"ARROYO, KEVENTH M",POLICE OFFICER,HOUSING PSA 7,1059,1/6/2016,104,1
1543,"ARROYO, LEE P",DETECTIVE 3RD GRADE,NARC BORO BRONX,3021,7/6/2011,362,13
1544,"ARROYOGONZALEZ, RICKY J",POLICE OFFICER,034 PRECINCT,24924,11/2/2020,14,0
1545,"ARROYOPEREZ, RUBEN D",SERGEANT,042 PRECINCT,1603,1/14/2009,88,7
1546,"ARRUBLA, SEBASTIAN",POLICE OFFICER,TRB CITYWIDE TRAFFIC T/F,11268,1/10/2007,223,0
1547,"ARRUZA, MARIA F",POLICE OFFICER,009 PRECINCT,7397,7/6/2010,75,0
1548,"ARSEN, KATRAYEN",POLICE OFFICER,025 PRECINCT,22703,10/11/2016,63,0
1549,"ARSHAD, FAIZA",POLICE OFFICER,060 PRECINCT,14018,4/28/2021,4,0
1550,"ARSHAD, JUNAID",POLICE OFFICER,104 PRECINCT,20507,1/10/2018,15,0
1551,"ARSHAD, MUHAMMAD O",POLICE OFFICER,075 PRECINCT,16081,10/24/2018,46,1
1552,"ARSHAD, RUFIAN S",POLICE OFFICER,030 PRECINCT,20210,10/11/2016,94,2
1553,"ARSLANBECK, MOURAD G",DETECTIVE 3RD GRADE,024 DET SQUAD,3113,7/11/2005,499,2
1554,"ARTALE, MARCO I",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,4600,7/1/2002,663,2
1555,"ARTEAGA, ABRAHAM",DETECTIVE 3RD GRADE,DET BORO BKLYN NO HOMICIDE SQ,1337,7/1/2002,468,64
1556,"ARTEAGA, DANIEL",DETECTIVE 2ND GRADE,BKLYN TRANSIT ROBBERY SQUAD,1178,7/1/2002,398,3
1557,"ARTEAGA, DAVID",POLICE OFFICER,RTS RECRUITS,23975,12/29/2021,0,0
1558,"ARTEAGA, GEORGE M",POLICE OFFICER,CENTRAL PARK PRECINCT,24528,7/1/2003,52,0
1559,"ARTEAGA, JONATHAN M",DETECTIVE 3RD GRADE,046 DET SQUAD,1055,7/8/2015,104,1
1560,"ARTEAGA, NURY P",DETECTIVE 3RD GRADE,JUVENILE CRIME SECTION,6035,1/10/2005,79,0
1561,"ARTEMOU, ANDREW I",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,17203,1/6/2016,64,1
1562,"ARTHUR, GARY T",POLICE OFFICER,010 PRECINCT,3307,6/30/1995,73,0
1563,"ARTHUR, JAMAAL R",POLICE OFFICER,101 PRECINCT,29688,1/10/2005,270,2
1564,"ARTHUR, MAYELA E",POLICE OFFICER,013 PRECINCT,26964,7/6/2011,53,1
1565,"ARTHUR, SHAYANNE",POLICE OFFICER,TRANSIT DISTRICT 30,10328,10/7/2019,1,0
1566,"ARTHUR, TIMOTHY D",POLICE OFFICER,048 PRECINCT,9593,7/21/2008,115,1
1567,"ARTILES, JOSE M",POLICE OFFICER,RTS RECRUITS,22621,12/29/2021,0,0
1568,"ARTILES, WILLIE",SGT SPECIAL ASSIGN,CHIEF CRIME CONTROL STRATEGIES,1279,1/10/2005,"1,388",24
1569,"ARTIS, MARQUIS K",POLICE OFFICER,113 PRECINCT,640,10/12/2021,0,0
1570,"ARTIS, RODNEY L",POLICE OFFICER,TRANSIT DISTRICT 3,5987,1/6/2016,16,0
1571,"ARTY, ALEX L",DETECTIVE 2ND GRADE,073 DET SQUAD,1112,2/28/1994,614,0
1572,"ARUCI, YVONNE E",POLICE OFFICER,033 PRECINCT,19698,7/8/2015,65,1
1573,"ARUSTAMYAN, ZHORA",POLICE OFFICER,023 PRECINCT,22327,10/7/2019,35,0
1574,"ARUTYUNYAN, KARINA",POLICE OFFICER,061 PRECINCT,4798,4/25/2018,32,1
1575,"ARVAYO, KARLA",POLICE OFFICER,MILITARY & EXTENDED LEAVE DESK,3624,1/6/2016,58,0
1576,"ARVELO, MATTHEW",SERGEANT,083 PRECINCT,1139,7/9/2013,70,3
1577,"ARVON, ARI M",POLICE OFFICER,TACTICAL TRAINING UNIT,9506,7/11/2005,384,2
1578,"ARYAKIA, MOHAMMAD R",SERGEANT,BUSINESS IMPROVEMENT DEPLOYMENT TEAM,728,1/20/2004,551,0
1579,"ASADI, AKMAL",POLICE OFFICER,107 PRECINCT,12615,1/8/2014,187,2
1580,"ASADI, HABIBULLAH",DETECTIVE 2ND GRADE,OPERATIONS & ANALYSIS SECTION,1950,1/28/2004,0,1
1581,"ASAM, JOHN R",POLICE OFFICER,115 PRECINCT,7524,12/29/2020,17,0
1582,"ASAM, JOHN R",SGT DET SQUAD,TECH. ASSIST. & RESPONSE UNIT,278,7/8/1985,100,23
1583,"ASANESCO, JOHN E",POLICE OFFICER,076 PRECINCT,16398,7/11/2012,73,0
1584,"ASARE, YAW B",POLICE OFFICER,046 PRECINCT,12180,1/9/2012,68,0
1585,"ASARO, PAUL J",LIEUTENANT,115 PCT ROOSEVELT AVE TF,,1/7/2008,59,7
1586,"ASCANI, ALEXANDER A",POLICE OFFICER,RTS RECRUITS,20566,12/29/2021,0,0
1587,"ASCAZUBI, CHRISTOPHER",DETECTIVE 3RD GRADE,030 DET SQUAD,365,7/6/2011,451,1
1588,"ASENCIO, LAMONT L",POLICE OFFICER,046 PRECINCT,24128,7/6/2011,112,3
1589,"ASENCIO, RENE C",POLICE OFFICER,019 PRECINCT,12178,7/1/2003,83,1
1590,"ASENCIO, WILLIAM",POLICE OFFICER,BRONX ZOO DETAIL,21313,7/1/2004,150,2
1591,"ASENCIORIVERA, HECTOR",POLICE OFFICER,049 PRECINCT,16587,11/2/2020,4,0
1592,"ASENG, CARISSA A",POLICE OFFICER,CHARACTER ASSESSMENT SECTION,2991,1/9/2006,28,0
1593,"ASENG, RICHARD E",LIEUTENANT,121 PRECINCT,,1/9/2006,179,26
1594,"ASFAZADOUR, KELLY A",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,1795,1/7/2015,43,0
1595,"ASGHAR, SALMAN",LIEUTENANT,CSO INVESTIGATIONS UNIT,,7/1/2004,84,6
1596,"ASHBY, ADRIAN A",LT DET COMMANDER,SID ANIMAL CRUELTY INV SQD,,8/31/1998,147,34
1597,"ASHBY, ASHLEY L",POLICE OFFICER,POLICE ACADEMY,25564,10/11/2016,58,0
1598,"ASHBY, CHERRY A",POLICE OFFICER,CCCS DISCOVERY LIAISON UNIT,7259,7/10/2006,26,0
1599,"ASHFAQ, USAMA",POLICE OFFICER,090 PRECINCT,21607,7/7/2021,5,0
1600,"ASHFORD, ATARA B",LIEUTENANT,BROOKLYN SPECIAL VICTIMS SQUAD,,7/9/2007,254,14
1601,"ASHFORD, MICHAEL R",POLICE OFFICER,STRATEGIC RESP GRP 2 BRONX,4887,7/9/2013,109,1
1602,"ASHIQ, AWAIS",POLICE OFFICER,068 PRECINCT,11163,4/25/2018,23,1
1603,"ASHLEY, BRANDON G",POLICE OFFICER,MAN COURT SECTION,19888,10/11/2016,133,0
1604,"ASHLEY, JAMEL",DETECTIVE 2ND GRADE,PUBLIC SECURITY SECTION,805,1/31/2006,261,1
1605,"ASHLEY, MICHELLE",SERGEANT,TRB CITYWIDE TRAFFIC T/F,804,9/29/2000,50,2
1606,"ASHRAF, MOHAMMAD H",POLICE OFFICER,TRANSIT DISTRICT 30,7280,4/15/2019,1,0
1607,"ASHRAF, MUHAMMAD J",CAPTAIN,DET BORO BRONX,,7/10/2006,421,11
1608,"ASHRAF, MUHAMMAD J",POLICE OFFICER,MANHATTAN TRANSIT ROBBERY SQD,9218,7/9/2014,105,1
1609,"ASHRAF, SHAHID",POLICE OFFICER,TRANSIT DISTRICT 34,8507,10/7/2015,37,0
1610,"ASHRAF, SHERAZ",POLICE OFFICER,TRANSIT DISTRICT 34,23857,1/3/2019,4,0
1611,"ASHRAF, SUFYAN",POLICE OFFICER,075 PRECINCT,21910,7/7/2021,12,0
1612,"ASHTON, ASHLEY L",DETECTIVE 2ND GRADE,PUBLIC SECURITY SECTION,3116,7/1/2003,20,0
1613,"ASIEDU, REXFORD C",SERGEANT,EMERGENCY PREP & EXERCISE SECTION,859,1/9/2012,30,2
1614,"ASIF, SHAHROZE",POLICE OFFICER,TRANSIT DISTRICT 3,25001,1/7/2015,67,1
1615,"ASILIS, DAVID",POLICE OFFICER,024 PRECINCT,22567,11/2/2020,17,0
1616,"ASILIS, JAIRO E",POLICE OFFICER,042 PRECINCT,19790,7/8/2015,145,1
1617,"ASILIS, JAROLY E",POLICE OFFICER,RTS RECRUITS,23571,12/29/2021,0,0
1618,"ASKAR, ALBISHR M",POLICE OFFICER,077 PRECINCT,5458,10/12/2021,0,0
1619,"ASKEW, ALVIN",POLICE OFFICER,115 PRECINCT,17602,7/1/2002,211,1
1620,"ASLAM, KAYANAT",POLICE OFFICER,TRANSIT DISTRICT 34,16121,10/24/2018,3,0
1621,"ASLAM, RIZWAN",POLICE OFFICER,HOUSING PSA 3,19544,1/9/2013,56,1
1622,"ASMAL, RAUL J",POLICE OFFICER,094 PRECINCT,19676,10/11/2016,64,0
1623,"ASNEN, PAUL M",POLICE OFFICER,HB BROOKLYN RESPONSE TEAM,21237,10/7/2015,30,0
1624,"ASPINALL, JERMAINE A",SERGEANT,083 PRECINCT,4012,7/10/2006,121,12
1625,"ASPRAS, KONSTADINOS",POLICE OFFICER,024 PRECINCT,4502,10/12/2021,0,0
1626,"ASSADE, YURANTZ C",DETECTIVE 3RD GRADE,CRIMINAL INTELLIGENCE SECTION,4516,1/9/2006,201,52
1627,"ASSAEL, MARC H",POLICE OFFICER,STRATEGIC RESP GRP 1 MANHATTAN,12332,1/6/2016,77,4
1628,"ASSAIDI, HAMEED A",LIEUTENANT,060 PRECINCT,,9/29/2000,15,10
1629,"ASSANTE, SALVATORE J",SERGEANT,INTEL CIS FIO PROGRAM,170,6/30/1995,132,39
1630,"ASSENCAO, ROBERTO",DETECTIVE 3RD GRADE,115TH DET SQUAD,1370,7/18/1996,705,51
1631,"ASSENT, ANTHONY",DETECTIVE 3RD GRADE,FIREARMS INVESTIGATION UNIT,42,7/6/2011,359,14
1632,"ASSING, MALIKA A",POLICE OFFICER,062 PRECINCT,10416,4/15/2019,19,0
1633,"ASSING, RICHARD B",LIEUTENANT,HOUSING PSA 1,,7/8/2008,119,7
1634,"AST, DAN S",SERGEANT,HOUSING PSA 6,2921,1/10/2005,215,9
1635,"AST, YELENA",POLICE OFFICER,020 PRECINCT,19612,7/8/2015,171,0
1636,"ASTARITA, JOSEPH G",POLICE OFFICER,LICENSE DIVISION,6949,7/1/2004,137,1
1637,"ASTOR, FADIL",LIEUTENANT,INTERNAL AFFAIRS BUREAU,,7/1/2003,17,0
1638,"ASTUDILLO, CHRISTIAN R",POLICE OFFICER,102 PRECINCT,30257,1/10/2018,47,0
1639,"ASTUDILLO, ERIKA J",POLICE OFFICER,HOUSING PSA 1,9993,7/2/2018,20,0
1640,"ASTUDILLO, KRISTIAN",POLICE OFFICER,RTS RECRUITS,23977,12/29/2021,0,0
1641,"ASTWOOD, ANDRE A",POLICE OFFICER,069 PRECINCT,15575,11/16/2020,19,0
1642,"ASUO, AKUA",POLICE OFFICER,TRANSIT BORO BX/QNS TASK FORCE,8556,1/11/2010,241,0
1643,"ASWAD, EDWARD J",DETECTIVE SPECIALIST,STATEN ISLAND COURT SECTION,3744,1/9/2012,163,2
1644,"ATALLA, JOSEPH",LIEUTENANT,INTERNAL AFFAIRS BUREAU,,1/7/2008,205,7
1645,"ATALLAH, ISLAM A",POLICE OFFICER,001 PRECINCT,9034,4/15/2019,13,0
1646,"ATANCURI, CHRISTOPHER D",POLICE OFFICER,079 PRECINCT,27941,1/6/2020,19,0
1647,"ATES, BILAL M",SERGEANT,NARC BORO BROOKLYN SOUTH,3374,7/1/2004,462,34
1648,"ATES, CAM",POLICE OFFICER,UNIFORMED OPERATIONS UNIT,30687,7/11/2012,37,1
1649,"ATES, EMRAH K",DETECTIVE 3RD GRADE,DRUG ENFORCEMENT TASK FORCE,257,1/10/2007,576,3
1650,"ATHERLEY, DANIEL J",DETECTIVE 3RD GRADE,EXECUTIVE PROTECTION UNIT,2396,7/9/2014,138,1
1651,"ATIENZA, DONMARTIN C",SERGEANT,"GUN VIOL SUPP DIV Z1 (BK,Q,SI)",3143,7/11/2012,125,17
1652,"ATILES, MITCHELL",SERGEANT,018 PCT-MIDTOWN NO. PCT,1079,1/10/2005,313,1
1653,"ATKINS, ALEXIS L",POLICE OFFICER,YOUTH STRATEGIES DIVISION,13388,7/11/2012,98,0
1654,"ATKINS, PHILLIP C",DETECTIVE 3RD GRADE,CEIS MAJOR INVESTIGATION SQUAD,742,3/1/2000,841,30
1655,"ATKINSON, ANDRE A",POLICE OFFICER,075 PRECINCT,19680,10/11/2016,24,3
1656,"ATKINSON, DUANE A",DETECTIVE 2ND GRADE,110TH DET SQUAD,6483,7/1/2002,"1,022",9
1657,"ATKINSON, NICOLE E",DETECTIVE SPECIALIST,112 PRECINCT,4927,1/7/2015,174,10
1658,"ATSAVES, GEORGE M",POLICE OFFICER,062 PRECINCT,14941,1/6/2016,94,3
1659,"ATSAVES, NICHOLAS F",DETECTIVE 3RD GRADE,BKLYN SOUTH VICE MODULE,6769,7/11/2012,223,1
1660,"ATTARDI, JOHN N",POLICE OFFICER,109 PRECINCT,19702,10/11/2016,157,9
1661,"ATTIA, MAHMOUD A",LIEUTENANT,121 PRECINCT,,7/1/2003,340,7
1662,"ATTIA, MOMEN E",POLICE OFFICER,018 PCT-MIDTOWN NO. PCT,18938,7/1/2003,123,0
1663,"ATTILIO, CHRISTOPHER M",POLICE OFFICER,TRB CITYWIDE TRAFFIC T/F,6849,9/29/2000,68,1
1664,"ATWEH, SAMER S",DETECTIVE 3RD GRADE,INTERNAL AFFAIRS BUREAU,5995,7/6/2010,93,2
1665,"ATWOOD, DEREK J",POLICE OFFICER,026 PRECINCT,15279,7/9/2014,80,0
1666,"AU, BENNY",SERGEANT,TRANSIT DISTRICT 34,122,4/15/1997,37,2
1667,"AU, DANIEL",POLICE OFFICER,005 PRECINCT,11280,1/6/2020,11,0
1668,"AU, LAUREN",POLICE OFFICER,061 PRECINCT,10083,1/14/2009,105,1
1669,"AUCANCELA, LESLIE J",POLICE OFFICER,046 PRECINCT,1952,7/13/2016,32,0
1670,"AUDIA, KIRA G",POLICE OFFICER,109 PRECINCT,18981,4/28/2021,7,0
1671,"AUDRY, JEFFREY",POLICE OFFICER,107 PRECINCT,1820,7/8/2008,70,0
1672,"AUFIERO, ASHLEY M",POLICE OFFICER,105 PRECINCT,19013,1/10/2018,25,0
1673,"AUG, NICHOLAS W",POLICE OFFICER,109 PRECINCT,24207,10/7/2015,51,1
1674,"AUGELLO, JOSEPH C",DETECTIVE 3RD GRADE,MAJOR CASE SQUAD,6151,9/10/1998,668,5
1675,"AUGELLO, JOSEPH R",DETECTIVE 3RD GRADE,ORGANIZED THEFT SQUAD,6518,3/1/2000,476,3
1676,"AUGER, CHRISTOPHER S",POLICE OFFICER,TRANSIT DISTRICT 34,17823,10/24/2018,29,1
1677,"AUGUSTE, CARLET",POLICE OFFICER,TRANSIT DISTRICT 33,3246,7/2/2001,196,0
